118		安徽大学		安徽		35.4		
118		河北医科大学		河北		35.4		
120		湖北大学		湖北		35.3		
121		河北工业大学		河北		35.2		
121		云南大学		云南		35.2		
123		大连海事大学		辽宁		35.1		
123		上海理工大学		上海		35.1		
125		湘潭大学		湖南		35.0		
126		长安大学		陕西		34.8		
126		杭州师范大学		浙江		34.8		
128		太原理工大学		山西		34.6		
129		重庆医科大学		重庆		34.5		
130		浙江工商大学		浙江		34.3		
131		沈阳药科大学		辽宁		34.1		
132		上海对外经贸大学		上海		33.9		
132		温州医科大学		浙江		33.9		
134		上海师范大学		上海		33.7		
135		南昌大学		江西		33.5		
135		浙江财经大学		浙江		33.5		
137		广西大学		广西		33.4		
137		江西财经大学		江西		33.4		
137		辽宁大学		辽宁		33.4		
137		青岛大学		山东		33.4		
137		武汉科技大学		湖北		33.4		
142		东北农业大学		黑龙江		33.3		
143		华南农业大学		广东		33.2		
144		广东工业大学		广东		33.0		
145		山西大学		山西		32.8		
146		安徽医科大学		安徽		32.7		
147		东北林业大学		黑龙江		32.6		
147		徐州医科大学		江苏		32.6		
147		郑州大学		河南		32.6		
150		广州医科大学		广东		32.5		
150		三峡大学		湖北		32.5		
152		黑龙江大学		黑龙江		32.4		
153		上海海事大学		上海		32.3		
154		福建医科大学		福建		32.1		
154		河北大学		河北		32.1		
154		江苏师范大学		江苏		32.1		
157		广西师范大学		广西		32.0		
157		济南大学		山东		32.0		
157		石家庄铁道大学		河北		32.0		
157		天津师范大学		天津		32.0		
161		北京体育大学		北京		31.9		
161		武汉工程大学		湖北		31.9		
163		北京工商大学		北京		31.8		
164		天津财经大学		天津		31.7		
165		北京物资学院		北京		31.6		
165		天津工业大学		天津		31.6		
167		长沙理工大学		湖南		31.5		
167		中南民族大学		湖北		31.5		
169		渤海大学		辽宁		31.4		
169		湖北工业大学		湖北		31.4		
169		南京审计大学		江苏		31.4		
169		南京中医药大学		江苏		31.4		
173		河北师范大学		河北		31.3		
173		河南大学		河南		31.3		
173		中国人民公安大学		北京		31.3		
176		广州大学		广东		31.2		
176		山东师范大学		山东		31.2		
176		四川农业大学		四川		31.2		
179		常州大学		江苏		31.1		
179		南通大学		江苏		31.1		
181		中国民航大学		天津		31.0		
182		广州中医药大学		广东		30.9		
183		北京建筑大学		北京		30.8		
184		安徽财经大学		安徽		30.7		
184		天津中医药大学		天津		30.7		
184		武汉纺织大学		湖北		30.7		
187		江苏科技大学		江苏		30.6		
188		重庆工商大学		重庆		30.5		
188		河北科技大学		河北		30.5		
188		温州大学		浙江		30.5		
191		华北理工大学		河北		30.4		
191		辽宁工业大学		辽宁		30.4		
191		青岛科技大学		山东		30.4		
191		西安理工大学		陕西		30.4		
195		北方工业大学		北京		30.3		
195		重庆邮电大学		重庆		30.3		
195		昆明医科大学		云南		30.3		
195		云南师范大学		云南		30.3		
199		长春理工大学		吉林		30.2		
199		福建师范大学		福建		30.2		
199		宁夏医科大学		宁夏		30.2		
199		浙江农林大学		浙江		30.2		
199		中国计量大学		浙江		30.2		
204		湖北中医药大学		湖北		30.1		
204		内蒙古大学		内蒙古		30.1		
204		沈阳航空航天大学		辽宁		30.1		
207		河南师范大学		河南		30.0		
207		上海海洋大学		上海		30.0		
207		苏州科技大学		江苏		30.0		
207		天津理工大学		天津		30.0		
211		山东财经大学		山东		29.9		
212		安徽工业大学		安徽		29.7		
212		湖北第二师范学院		湖北		29.7		
212		沈阳医学院		辽宁		29.7		
215		安徽师范大学		安徽		29.6		
215		海南大学		海南		29.6		
217		黑龙江中医药大学		黑龙江		29.5		
217		湖南农业大学		湖南		29.5		
217		新乡医学院		河南		29.5		
220		长江大学		湖北		29.4		
220		福建农林大学		福建		29.4		
220		西安建筑科技大学		陕西		29.4		
223		江西师范大学		江西		29.3		
223		山东科技大学		山东		29.3		
225		贵州大学		贵州		29.2		
225		辽宁师范大学		辽宁		29.2		
225		上海电力学院		上海		29.2		
228		湖南中医药大学		湖南		29.1		
228		上海立信会计金融学院		上海		29.1		
228		天津科技大学		天津		29.1		
228		武汉轻工大学		湖北		29.1		
228		延边大学		吉林		29.1		
233		集美大学		福建		29.0		
233		闽南师范大学		福建		29.0		
235		北京信息科技大学		北京		28.9		
235		河北农业大学		河北		28.9		
235		湖北经济学院		湖北		28.9		
235		湖南工业大学		湖南		28.9		
235		南京工程学院		江苏		28.9		
235		西南民族大学		四川		28.9		
241		山西财经大学		山西		28.8		
241		西华师范大学		四川		28.8		
243		广西民族大学		广西		28.7		
243		桂林医学院		广西		28.7		
243		江汉大学		湖北		28.7		
243		四川师范大学		四川		28.7		
247		成都理工大学		四川		28.6		
247		重庆交通大学		重庆		28.6		
247		山西师范大学		山西		28.6		
250		锦州医科大学		辽宁		28.5		
250		南华大学		湖南		28.5		
250		西南石油大学		四川		28.5		
250		浙江中医药大学		浙江		28.5		
254		河南理工大学		河南		28.4		
254		湖南科技大学		湖南		28.4		
256		桂林电子科技大学		广西		28.3		
256		信阳师范学院		河南		28.3		
258		福建中医药大学		福建		28.2		
258		广西中医药大学		广西		28.2		
258		湖北师范大学		湖北		28.2		
258		吉林师范大学		吉林		28.2		
258		昆明理工大学		云南		28.2		
258		新疆医科大学		新疆		28.2		
258		中北大学		山西		28.2		
265		长春中医药大学		吉林		28.1		
265		西南医科大学		四川		28.1		
265		浙江传媒学院		浙江		28.1		
268		曲阜师范大学		山东		28.0		
268		陕西科技大学		陕西		28.0		
270		重庆师范大学		重庆		27.9		
270		东北电力大学		吉林		27.9		
270		中南林业科技大学		湖南		27.9		
273		哈尔滨师范大学		黑龙江		27.8		
273		湖州师范学院		浙江		27.8		
273		吉林财经大学		吉林		27.8		
273		辽宁中医药大学		辽宁		27.8		
273		南京林业大学		江苏		27.8		
278		云南财经大学		云南		27.7		
279		常熟理工学院		江苏		27.6		
279		重庆理工大学		重庆		27.6		
279		广东医科大学		广东		27.6		
279		哈尔滨理工大学		黑龙江		27.6		
279		河南财经政法大学		河南		27.6		
279		西安邮电大学		陕西		27.6		
285		广东财经大学		广东		27.5		
285		青岛理工大学		山东		27.5		
287		湖北医药学院		湖北		27.4		
287		山西医科大学		山西		27.4		
289		东北石油大学		黑龙江		27.3		
289		兰州交通大学		甘肃		27.3		
289		山东农业大学		山东		27.3		
289		西北师范大学		甘肃		27.3		
289		右江民族医学院		广西		27.3		
294		河南工业大学		河南		27.2		
294		上海体育学院		上海		27.2		
296		黄冈师范学院		湖北		27.0		
296		宁夏大学		宁夏		27.0		
296		绍兴文理学院		浙江		27.0		
296		沈阳建筑大学		辽宁		27.0		
296		浙江科技学院		浙江		27.0		
301		大连交通大学		辽宁		26.9		
302		安徽农业大学		安徽		26.8		
302		成都中医药大学		四川		26.8		
302		广西师范学院		广西		26.8		
302		河北经贸大学		河北		26.8		
302		河南农业大学		河南		26.8		
302		浙江海洋大学		浙江		26.8		
308		桂林理工大学		广西		26.7		
308		上海工程技术大学		上海		26.7		
308		新疆大学		新疆		26.7		
308		烟台大学		山东		26.7		
312		上海应用技术大学		上海		26.6		
313		长春工业大学		吉林		26.5		
313		大连民族大学		辽宁		26.5		
313		河北工程大学		河北		26.5		
313		河南科技大学		河南		26.5		
313		兰州理工大学		甘肃		26.5		
313		上海第二工业大学		上海		26.5		
319		大理大学		云南		26.4		
320		重庆文理学院		重庆		26.3		
320		河北北方学院		河北		26.3		
320		盐城工学院		江苏		26.3		
323		大连大学		辽宁		26.2		
323		广东药科大学		广东		26.2		
323		华东交通大学		江西		26.2		
323		江苏理工学院		江苏		26.2		
323		沈阳师范大学		辽宁		26.2		
323		西安工业大学		陕西		26.2		
329		北京印刷学院		北京		26.1		
329		淮阴师范学院		江苏		26.1		
329		内蒙古医科大学		内蒙古		26.1		
329		玉林师范学院		广西		26.1		
333		大连工业大学		辽宁		26.0		
333		河北地质大学		河北		26.0		
333		湖北工程学院		湖北		26.0		
333		沈阳工业大学		辽宁		26.0		
337		贵州医科大学		贵州		25.9		
337		厦门理工学院		福建		25.9		
337		云南中医学院		云南		25.9		
340		承德医学院		河北		25.8		
340		广东海洋大学		广东		25.8		
340		太原科技大学		山西		25.8		
340		天津商业大学		天津		25.8		
340		徐州工程学院		江苏		25.8		
340		盐城师范学院		江苏		25.8		
346		长春大学		吉林		25.7		
346		金陵科技学院		江苏		25.7		
348		湖北汽车工业学院		湖北		25.6		
348		南京晓庄学院		江苏		25.6		
348		西安科技大学		陕西		25.6		
348		郑州师范学院		河南		25.6		
352		广东技术师范学院		广东		25.5		
352		哈尔滨商业大学		黑龙江		25.5		
352		海南师范大学		海南		25.5		
352		湖南商学院		湖南		25.5		
352		山西大同大学		山西		25.5		
352		沈阳农业大学		辽宁		25.5		
358		安阳师范学院		河南		25.4		
358		嘉兴学院		浙江		25.4		
358		齐齐哈尔医学院		黑龙江		25.4		
358		山东中医药大学		山东		25.4		
358		太原师范学院		山西		25.4		
358		潍坊医学院		山东		25.4		
364		安徽建筑大学		安徽		25.3		
364		滨州医学院		山东		25.3		
364		川北医学院		四川		25.3		
364		广东金融学院		广东		25.3		
364		淮北师范大学		安徽		25.3		
364		吉首大学		湖南		25.3		
364		南昌航空大学		江西		25.3		
364		西安医学院		陕西		25.3		
364		郑州轻工业学院		河南		25.3		
373		长沙学院		湖南		25.2		
373		大连海洋大学		辽宁		25.2		
373		辽宁工程技术大学		辽宁		25.2		
373		山西农业大学		山西		25.2		
377		湖南第一师范学院		湖南		25.1		
377		吉林农业大学		吉林		25.1		
377		济宁医学院		山东		25.1		
377		西华大学		四川		25.1		
381		北京农学院		北京		25.0		
381		佛山科学技术学院		广东		25.0		
381		淮海工学院		江苏		25.0		
381		江苏第二师范学院		江苏		25.0		
385		西安石油大学		陕西		24.9		
386		海南医学院		海南		24.8		
386		河北科技师范学院		河北		24.8		
386		湖北民族学院		湖北		24.8		
386		陕西中医药大学		陕西		24.8		
386		石河子大学		新疆		24.8		
391		北华大学		吉林		24.7		
391		长治医学院		山西		24.7		
391		牡丹江医学院		黑龙江		24.7		
391		浙江外国语学院		浙江		24.7		
395		安徽工程大学		安徽		24.6		
395		湖南理工学院		湖南		24.6		
397		西安工程大学		陕西		24.5		
398		北京石油化工学院		北京		24.4		
398		河南中医药大学		河南		24.4		
398		江西理工大学		江西		24.4		
401		长春师范大学		吉林		24.3		
401		湖北科技学院		湖北		24.3		
403		福建工程学院		福建		24.2		
403		贵州师范学院		贵州		24.2		
403		吉林医药学院		吉林		24.2		
403		泰山医学院		山东		24.2		
403		云南民族大学		云南		24.2		
408		湖北理工学院		湖北		24.1		
408		江西科技师范大学		江西		24.1		
408		青海大学		青海		24.1		
408		山东建筑大学		山东		24.1		
408		西安财经学院		陕西		24.1		
408		忻州师范学院		山西		24.1		
408		云南农业大学		云南		24.1		
415		安徽理工大学		安徽		24.0		
415		广东第二师范学院		广东		24.0		
415		宁波工程学院		浙江		24.0		
415		沈阳大学		辽宁		24.0		
415		沈阳化工大学		辽宁		24.0		
420		赣南医学院		江西		23.9		
420		沈阳理工大学		辽宁		23.9		
420		西南科技大学		四川		23.9		
420		延安大学		陕西		23.9		
420		遵义医学院		贵州		23.9		
425		鲁东大学		山东		23.8		
425		西安文理学院		陕西		23.8		
427		东华理工大学		江西		23.7		
427		哈尔滨学院		黑龙江		23.7		
427		江西农业大学		江西		23.7		
427		辽宁石油化工大学		辽宁		23.7		
427		闽江学院		福建		23.7		
427		曲靖师范学院		云南		23.7		
427		西南林业大学		云南		23.7		
434		常州工学院		江苏		23.6		
434		东莞理工学院		广东		23.6		
434		石家庄学院		河北		23.6		
434		中原工学院		河南		23.6		
438		蚌埠医学院		安徽		23.5		
438		湖南文理学院		湖南		23.5		
438		辽宁科技大学		辽宁		23.5		
438		唐山学院		河北		23.5		
438		天津城建大学		天津		23.5		
443		北京服装学院		北京		23.4		
443		广东石油化工学院		广东		23.4		
443		江西中医药大学		江西		23.4		
443		齐齐哈尔大学		黑龙江		23.4		
443		山东理工大学		山东		23.4		
443		陕西理工大学		陕西		23.4		
443		通化师范学院		吉林		23.4		
450		成都学院		四川		23.3		
450		廊坊师范学院		河北		23.3		
450		齐鲁工业大学		山东		23.3		
450		五邑大学		广东		23.3		
454		宝鸡文理学院		陕西		23.2		
454		贵州财经大学		贵州		23.2		
454		华北水利水电大学		河南		23.2		
454		吉林建筑大学		吉林		23.2		
454		青岛农业大学		山东		23.2		
454		上海电机学院		上海		23.2		
460		佳木斯大学		黑龙江		23.1		
460		沈阳工程学院		辽宁		23.1		
460		郑州航空工业管理学院		河南		23.1		
463		成都信息工程大学		四川		23.0		
463		河南工程学院		河南		23.0		
463		黑龙江科技大学		黑龙江		23.0		
463		湖南财政经济学院		湖南		23.0		
467		甘肃农业大学		甘肃		22.9		
467		贵州师范大学		贵州		22.9		
467		临沂大学		山东		22.9		
467		四川理工学院		四川		22.9		
467		皖南医学院		安徽		22.9		
472		岭南师范学院		广东		22.8		
472		运城学院		山西		22.8		
474		赣南师范大学		江西		22.7		
474		洛阳理工学院		河南		22.7		
474		太原工业学院		山西		22.7		
474		唐山师范学院		河北		22.7		
474		中国民用航空飞行学院		四川		22.7		
479		长江师范学院		重庆		22.5		
479		湖北文理学院		湖北		22.5		
479		昆明学院		云南		22.5		
479		内江师范学院		四川		22.5		
479		天津农学院		天津		22.5		
479		仲恺农业工程学院		广东		22.5		
485		贵州民族大学		贵州		22.4		
485		黑龙江工程学院		黑龙江		22.4		
485		景德镇陶瓷大学		江西		22.4		
485		许昌学院		河南		22.4		
489		重庆第二师范学院		重庆		22.3		
489		内蒙古工业大学		内蒙古		22.3		
489		钦州学院		广西		22.3		
489		泉州师范学院		福建		22.3		
493		北京联合大学		北京		22.2		
493		重庆科技学院		重庆		22.2		
493		新疆师范大学		新疆		22.2		
496		衡阳师范学院		湖南		22.1		
496		荆楚理工学院		湖北		22.1		
496		龙岩学院		福建		22.1		
496		山东工商学院		山东		22.1		
496		天津职业技术师范大学		天津		22.1		
496		邢台学院		河北		22.1		
496		肇庆学院		广东		22.1		
503		湖南工程学院		湖南		22.0		
503		惠州学院		广东		22.0		
503		湘南学院		湖南		22.0		
506		鞍山师范学院		辽宁		21.9		
506		淮阴工学院		江苏		21.9		
506		洛阳师范学院		河南		21.9		
506		商丘师范学院		河南		21.9		
510		广西科技大学		广西		21.8		
511		安庆师范大学		安徽		21.7		
511		北华航天工业学院		河北		21.7		
511		成都医学院		四川		21.7		
511		丽水学院		浙江		21.7		
511		聊城大学		山东		21.7		
511		南阳师范学院		河南		21.7		
517		乐山师范学院		四川		21.6		
518		安徽中医药大学		安徽		21.5		
518		井冈山大学		江西		21.5		
518		南昌工程学院		江西		21.5		
521		韩山师范学院		广东		21.4		
521		合肥学院		安徽		21.4		
521		湖南城市学院		湖南		21.4		
521		莆田学院		福建		21.4		
525		青海师范大学		青海		21.3		
526		合肥师范学院		安徽		21.2		
526		吉林化工学院		吉林		21.2		
526		兰州城市学院		甘肃		21.2		
526		绵阳师范学院		四川		21.2		
526		韶关学院		广东		21.2		
526		咸阳师范学院		陕西		21.2		
532		河南科技学院		河南		21.1		
532		新乡学院		河南		21.1		
534		西北民族大学		甘肃		21.0		
535		黑龙江八一农垦大学		黑龙江		20.9		
535		内蒙古民族大学		内蒙古		20.9		
537		邯郸学院		河北		20.8		
537		宜宾学院		四川		20.8		
539		北方民族大学		宁夏		20.7		
539		贵阳中医学院		贵州		20.7		
539		黄淮学院		河南		20.7		
542		贺州学院		广西		20.6		
542		红河学院		云南		20.6		
542		辽东学院		辽宁		20.6		
542		内蒙古农业大学		内蒙古		20.6		
542		齐鲁师范学院		山东		20.6		
542		渭南师范学院		陕西		20.6		
548		长春工程学院		吉林		20.5		
548		内蒙古科技大学		内蒙古		20.5		
548		周口师范学院		河南		20.5		
551		牡丹江师范学院		黑龙江		20.4		
551		四川文理学院		四川		20.4		
553		南阳理工学院		河南		20.3		
553		内蒙古师范大学		内蒙古		20.3		
553		山东交通学院		山东		20.3		
553		泰山学院		山东		20.3		
557		滨州学院		山东		20.1		
557		黄山学院		安徽		20.1		
557		嘉应学院		广东		20.1		
557		衢州学院		浙江		20.1		
561		池州学院		安徽		20.0		
562		华北科技学院		河北		19.9		
562		新疆农业大学		新疆		19.9		
564		河西学院		甘肃		19.8		
564		湖南工学院		湖南		19.8		
566		楚雄师范学院		云南		19.7		
566		铜陵学院		安徽		19.7		
566		榆林学院		陕西		19.7		
566		玉溪师范学院		云南		19.7		
570		河南城建学院		河南		19.6		
570		天水师范学院		甘肃		19.6		
572		商洛学院		陕西		19.5		
572		邵阳学院		湖南		19.5		
574		贵阳学院		贵州		19.4		
574		湖南科技学院		湖南		19.4		
574		浙江万里学院		浙江		19.4		
577		皖西学院		安徽		19.3		
578		安阳工学院		河南		19.2		
578		宜春学院		江西		19.2		
580		怀化学院		湖南		19.1		
581		九江学院		江西		18.8		
582		重庆三峡学院		重庆		18.7		
582		济宁学院		山东		18.7		
584		攀枝花学院		四川		18.6		
585		滁州学院		安徽		18.5		
585		桂林航天工业学院		广西		18.5		
587		潍坊学院		山东		18.4		
588		安徽科技学院		安徽		18.1		
588		伊犁师范学院		新疆		18.1		
590		蚌埠学院		安徽		18.0		
590		平顶山学院		河南		18.0		
592		成都工业学院		四川		17.8		
593		淮南师范学院		安徽		17.7		
594		陇东学院		甘肃		17.5		
595		德州学院		山东		17.4		
596		赤峰学院		内蒙古		17.0		
596		塔里木大学		新疆		17.0		
598		巢湖学院		安徽		16.7		
599		铜仁学院		贵州		16.6		
600		西藏大学		西藏		16.4		
600		枣庄学院		山东		16.4		
